rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w;g1f3
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;c8b7
rnb1kb1r/p1ppqppp/1p2pn2/8/P1P5/1P3N1P/3PPPP1/RNBQKB1R b;b8a6
rnb1kb1r/ppppqppp/5n2/4p3/2P5/1P3N1P/P2PPPP1/RNBQKB1R w;c1a3
rnb1kb1r/ppppqppp/5n2/4p3/2P5/BP3N1P/P2PPPP1/RN1QKB1R b;d7d6
rnb1kb1r/ppppqppp/5n2/4p3/2P5/1P2PN1P/P2P1PP1/RNBQKB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2P5/1PN2N1P/P2PPPP1/R1BQKB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;d7d5
rnb1kb1r/ppppqppp/5n2/4p3/2PP4/1P3N1P/P3PPP1/RNBQKB1R b;d7d6
rnb1kb1r/ppppqppp/5n2/4p3/2P5/1P3N1P/PB1PPPP1/RN1QKB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2P1P3/1P3N1P/P2P1PP1/RNBQKB1R b;f6e4
rnb1kb1r/ppppqppp/5n2/4p3/2P5/1P3NPP/P2PPP2/RNBQKB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2P3P1/1P3N1P/P2PPP2/RNBQKB1R b;d7d5
rnb1kb1r/ppppqp1p/4pnp1/8/2P5/1P3N1P/P2PPPP1/RNBQKB1R w;c1a3
rnb1kb1r/ppppqp1p/4pnp1/8/2P5/BP3N1P/P2PPPP1/RN1QKB1R b;c7c5
rnb1kb1r/ppppqp1p/4pnp1/8/2PP4/1P3N1P/P3PPP1/RNBQKB1R b;b7b6
rnb1kb1r/ppppqp1p/4pnp1/8/2P5/1PN2N1P/P2PPPP1/R1BQKB1R b;d7d5
rnb1kb1r/ppppqp1p/4pnp1/8/2P5/1P3NPP/P2PPP2/RNBQKB1R b;d7d6
rnb1kb1r/ppppqp1p/4pnp1/8/2P5/1P3N1P/PB1PPPP1/RN1QKB1R b;b7b6
rnb1kb1r/ppppqp1p/4pnp1/8/2P5/NP3N1P/P2PPPP1/R1BQKB1R b;f8g7
rnb1kb1r/ppppqp1p/4pnp1/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppppqp1p/4pnp1/8/2P5/1P2PN1P/P2P1PP1/RNBQKB1R b;b7b6
rnb1kb1r/ppppqp1p/4pnp1/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;f8g7
rnb1kb1r/ppppqp1p/4pnp1/8/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;f8g7
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/1P3N1P/P2PPPP1/RNBQKB1R w;e2e3
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/1P2PN1P/P2P1PP1/RNBQKB1R b;b7b6
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/1PN2N1P/P2PPPP1/R1BQKB1R b;d7d5
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/1P3N1P/PB1PPPP1/RN1QKB1R b;d7d5
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/BP3N1P/P2PPPP1/RN1QKB1R b;b7b6
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/PP3N1P/3PPPP1/RNBQKB1R b;g7g6
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;a7a6
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/1P3NPP/P2PPP2/RNBQKB1R b;d7d5
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/NP3N1P/P2PPPP1/R1BQKB1R b;d7d5
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;b7b6
rnb1kb1r/pp1pqppp/4pn2/2p5/P1P5/1P3N1P/3PPPP1/RNBQKB1R b;b8c6
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/1P3N1P/P2PPPP1/RNBQKB1R w;b1c3
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/1PN2N1P/P2PPPP1/R1BQKB1R b;b7b6
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/1P2PN1P/P2P1PP1/RNBQKB1R b;g7g6
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/1P3N1P/PB1PPPP1/RN1QKB1R b;b7b6
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/1P3NPP/P2PPP2/RNBQKB1R b;b7b6
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;g7g6
rnb1kb1r/ppp1qppp/3ppn2/8/2PP4/1P3N1P/P3PPP1/RNBQKB1R b;e6e5
rnb1kb1r/ppp1qppp/3ppn2/8/2P3P1/1P3N1P/P2PPP2/RNBQKB1R b;b7b6
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;g7g6
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/BP3N1P/P2PPPP1/RN1QKB1R b;b7b6
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;b7b6
r1b1kb1r/ppppqppp/n3pn2/8/2P5/1P3N1P/P2PPPP1/RNBQKB1R w;d2d3
r1b1kb1r/ppppqppp/n3pn2/8/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;b7b6
r1b1kb1r/ppppqppp/n3pn2/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;e6e5
r1b1kb1r/ppppqppp/n3pn2/8/2PP4/1P3N1P/P3PPP1/RNBQKB1R b;d7d5
r1b1kb1r/ppppqppp/n3pn2/8/2P5/1P3NPP/P2PPP2/RNBQKB1R b;e6e5
r1b1kb1r/ppppqppp/n3pn2/8/2P5/BP3N1P/P2PPPP1/RN1QKB1R b;a6b4
r1b1kb1r/ppppqppp/n3pn2/8/2P5/1PN2N1P/P2PPPP1/R1BQKB1R b;b7b6
r1b1kb1r/ppppqppp/n3pn2/8/2P5/1P2PN1P/P2P1PP1/RNBQKB1R b;b7b6
r1b1kb1r/ppppqppp/n3pn2/8/2P5/1P3N1P/PB1PPPP1/RN1QKB1R b;b7b6
r1b1kb1r/ppppqppp/n3pn2/8/2P3P1/1P3N1P/P2PPP2/RNBQKB1R b;h7h5
r1b1kb1r/ppppqppp/n3pn2/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;b7b5
rnb1kb1r/ppppqpp1/4pn2/7p/2P5/1P3N1P/P2PPPP1/RNBQKB1R w;b1c3
rnb1kb1r/ppppqpp1/4pn2/7p/2P5/1PN2N1P/P2PPPP1/R1BQKB1R b;b7b6
rnb1kb1r/ppppqpp1/4pn2/7p/2P5/1P3NPP/P2PPP2/RNBQKB1R b;b7b6
rnb1kb1r/ppppqpp1/4pn2/7p/2P5/1P3N1P/PB1PPPP1/RN1QKB1R b;b7b6
rnb1kb1r/ppppqpp1/4pn2/7p/2P5/BP3N1P/P2PPPP1/RN1QKB1R b;c7c5
rnb1kb1r/ppppqpp1/4pn2/7p/2P5/PP3N1P/3PPPP1/RNBQKB1R b;b7b6
rnb1kb1r/ppppqpp1/4pn2/7p/2P5/1P2PN1P/P2P1PP1/RNBQKB1R b;a7a6
rnb1kb1r/ppppqpp1/4pn2/7p/1PP5/5N1P/P2PPPP1/RNBQKB1R b;c7c5
rnb1kb1r/ppppqpp1/4pn2/7p/2PP4/1P3N1P/P3PPP1/RNBQKB1R b;b7b6
rnb1kb1r/ppppqpp1/4pn2/7p/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppppqpp1/4pn2/7p/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;b7b6
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/1P3N1P/P2PPPP1/RNBQKB1R w;b1c3
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/1PN2N1P/P2PPPP1/R1BQKB1R b;d7d5
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/1P3NPP/P2PPP2/RNBQKB1R b;e6e5
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/BP3N1P/P2PPPP1/RN1QKB1R b;c6b4
r1b1kb1r/ppppqppp/2n1pn2/8/2PP4/1P3N1P/P3PPP1/RNBQKB1R b;b7b6
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/1P3N1P/PB1PPPP1/RN1QKB1R b;b7b6
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/1P2PN1P/P2P1PP1/RNBQKB1R b;b7b6
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;d7d5
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;d7d5
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;d7d5
r1b1kb1r/ppppqppp/2n1pn2/8/2P3P1/1P3N1P/P2PPP2/RNBQKB1R b;h7h5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/1P3N1P/P2PPPP1/RNBQKB1R w;c1a3
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/BP3N1P/P2PPPP1/RN1QKB1R b;d7d6
rnb1kb1r/pp1pqppp/2p1pn2/8/2PP4/1P3N1P/P3PPP1/RNBQKB1R b;b7b6
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/1P2PN1P/P2P1PP1/RNBQKB1R b;b7b6
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/1P3NPP/P2PPP2/RNBQKB1R b;d7d5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/1PN2N1P/P2PPPP1/R1BQKB1R b;d7d5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;c6c5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/1P3N1P/PB1PPPP1/RN1QKB1R b;d7d5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;d7d5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/PP3N1P/3PPPP1/RNBQKB1R b;e6e5
rnb1kb1r/pp1pqppp/2p1pn2/8/P1P5/1P3N1P/3PPPP1/RNBQKB1R b;b7b6
rnb1kb1r/ppppqppp/4pn2/8/2P5/5N1P/PPQPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/5N1P/PPQPPPP1/RNB1KB1R w;b1c3
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/2N2N1P/PPQPPPP1/R1B1KB1R b;b8c6
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;g7g6
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/4PN1P/PPQP1PP1/RNB1KB1R b;b8c6
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/5NPP/PPQPPP2/RNB1KB1R b;d7d5
rnb1kb1r/pp1pqppp/4pn2/2p5/2P3P1/5N1P/PPQPPP2/RNB1KB1R b;b8c6
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;b8c6
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/3P1N1P/PPQ1PPP1/RNB1KB1R b;b8c6
rnb1kb1r/pp1pqppp/4pn2/2p5/2P1P3/5N1P/PPQP1PP1/RNB1KB1R b;d7d6
rnb1kb1r/pp1pqppp/4pn2/2p5/2PP4/5N1P/PPQ1PPP1/RNB1KB1R b;c5d4
rnb1kb1r/pp1pqppp/4pn2/2p5/2P5/N4N1P/PPQPPPP1/R1B1KB1R b;a7a6
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/5N1P/PPQPPPP1/RNB1KB1R w;d2d4
rnb1kb1r/ppp1qppp/4pn2/3p4/2PP4/5N1P/PPQ1PPP1/RNB1KB1R b;b8c6
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/4PN1P/PPQP1PP1/RNB1KB1R b;c7c5
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/2N2N1P/PPQPPPP1/R1B1KB1R b;b8c6
rnb1kb1r/ppp1qppp/4pn2/3P4/8/5N1P/PPQPPPP1/RNB1KB1R b;e6d5
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/3P1N1P/PPQ1PPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppp1qppp/4pn2/3p4/P1P5/5N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppp1qppp/4pn2/3p4/2P3P1/5N1P/PPQPPP2/RNB1KB1R b;d5c4
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/5NPP/PPQPPP2/RNB1KB1R b;c7c5
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/5N1P/PPQPPPP1/RNB1KB1R w;e2e4
rnb1kb1r/p1ppqppp/1p2pn2/8/2P1P3/5N1P/PPQP1PP1/RNB1KB1R b;d7d6
rnb1kb1r/p1ppqppp/1p2pn2/8/2PP4/5N1P/PPQ1PPP1/RNB1KB1R b;c7c5
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/5NPP/PPQPPP2/RNB1KB1R b;b8c6
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/2N2N1P/PPQPPPP1/R1B1KB1R b;c7c5
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/4PN1P/PPQP1PP1/RNB1KB1R b;c7c5
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/3P1N1P/PPQ1PPP1/RNB1KB1R b;c7c5
rnb1kb1r/p1ppqppp/1p2pn2/8/2P3P1/5N1P/PPQPPP2/RNB1KB1R b;b8a6
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/5N1P/PP1PPPP1/RNBQKB1R b;c8b7
rnb1kb1r/ppppqppp/5n2/4p3/2P5/5N1P/PPQPPPP1/RNB1KB1R w;e2e4
rnb1kb1r/ppppqppp/5n2/4p3/2P1P3/5N1P/PPQP1PP1/RNB1KB1R b;c7c5
rnb1kb1r/ppppqppp/5n2/4p3/2P5/3P1N1P/PPQ1PPP1/RNB1KB1R b;b8c6
rnb1kb1r/ppppqppp/5n2/4p3/2P5/2N2N1P/PPQPPPP1/R1B1KB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2P5/4PN1P/PPQP1PP1/RNB1KB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2P3P1/5N1P/PPQPPP2/RNB1KB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2PP4/5N1P/PPQ1PPP1/RNB1KB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2P5/5NPP/PPQPPP2/RNB1KB1R b;e5e4
rnb1kb1r/ppppqppp/5n2/4p3/2P5/7P/PPQPPPPN/RNB1KB1R b;b8a6
rnb1kb1r/ppppqppp/5n2/4p3/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;e5e4
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/5N1P/PPQPPPP1/RNB1KB1R w;d2d4
rnb1kb1r/ppp1qppp/3ppn2/8/2PP4/5N1P/PPQ1PPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/2N2N1P/PPQPPPP1/R1B1KB1R b;c7c5
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/4PN1P/PPQP1PP1/RNB1KB1R b;g7g6
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/5NPP/PPQPPP2/RNB1KB1R b;c7c5
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;b7b6
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/5N1P/PP1PPPP1/RNBQKB1R b;c7c5
rnb1kb1r/ppp1qppp/3ppn2/8/Q1P5/5N1P/PP1PPPP1/RNB1KB1R b;e8d8
rnb1kb1r/ppp1qppp/3ppn2/8/2P5/3P1N1P/PPQ1PPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppp1qppp/3ppn2/8/P1P5/5N1P/1PQPPPP1/RNB1KB1R b;b8a6
rnb1kb1r/ppppqpp1/4pn1p/8/2P5/5N1P/PPQPPPP1/RNB1KB1R w;d2d4
rnb1kb1r/ppppqpp1/4pn1p/8/2PP4/5N1P/PPQ1PPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppppqpp1/4pn1p/8/2P1P3/5N1P/PPQP1PP1/RNB1KB1R b;e6e5
rnb1kb1r/ppppqpp1/4pn1p/8/2P5/2N2N1P/PPQPPPP1/R1B1KB1R b;c7c5
rnb1kb1r/ppppqpp1/4pn1p/8/2P5/4PN1P/PPQP1PP1/RNB1KB1R b;b7b6
rnb1kb1r/ppppqpp1/4pn1p/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppppqpp1/4pn1p/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/ppppqpp1/4pn1p/8/2P5/5NPP/PPQPPP2/RNB1KB1R b;c7c5
rnb1kb1r/ppppqpp1/4pn1p/8/1PP5/5N1P/P1QPPPP1/RNB1KB1R b;e7b4
rnb1kb1r/ppppqpp1/4pn1p/8/2P5/5N1P/PP1PPPP1/RNBQKB1R b;b7b6
rnb1kb1r/ppppqpp1/4pn1p/8/P1P5/5N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/5N1P/PPQPPPP1/RNB1KB1R w;d2d4
rnb1kb1r/1pppqppp/p3pn2/8/2PP4/5N1P/PPQ1PPP1/RNB1KB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/2P1P3/5N1P/PPQP1PP1/RNB1KB1R b;b8c6
rnb1kb1r/1pppqppp/p3pn2/8/2P5/2N2N1P/PPQPPPP1/R1B1KB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/4PN1P/PPQP1PP1/RNB1KB1R b;d7d5
rnb1kb1r/1pppqppp/p3pn2/8/2P3P1/5N1P/PPQPPP2/RNB1KB1R b;h7h6
rnb1kb1r/1pppqppp/p3pn2/8/2P5/5NPP/PPQPPP2/RNB1KB1R b;b7b5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;b7b6
rnb1kb1r/1pppqppp/p3pn2/8/2P5/3P1N1P/PPQ1PPP1/RNB1KB1R b;c7c5
rnb1kb1r/1pppqppp/p3pn2/8/1PP5/5N1P/P1QPPPP1/RNB1KB1R b;b7b5
r1b1kb1r/ppppqppp/n3pn2/8/2P5/5N1P/PPQPPPP1/RNB1KB1R w;a2a3
r1b1kb1r/ppppqppp/n3pn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;b7b6
r1b1kb1r/ppppqppp/n3pn2/8/2PP4/5N1P/PPQ1PPP1/RNB1KB1R b;a6b4
r1b1kb1r/ppppqppp/n3pn2/8/2P1P3/5N1P/PPQP1PP1/RNB1KB1R b;b7b6
r1b1kb1r/ppppqppp/n3pn2/8/2P5/3P1N1P/PPQ1PPP1/RNB1KB1R b;d7d6
r1b1kb1r/ppppqppp/n3pn2/8/2P5/5N1P/PP1PPPP1/RNBQKB1R b;e6e5
r1b1kb1r/ppppqppp/n3pn2/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;b7b6
r1b1kb1r/ppppqppp/n3pn2/8/2P5/5NPP/PPQPPP2/RNB1KB1R b;a6b4
r1b1kb1r/ppppqppp/n3pn2/8/2P3P1/5N1P/PPQPPP2/RNB1KB1R b;a6b4
r1b1kb1r/ppppqppp/n3pn2/8/Q1P5/5N1P/PP1PPPP1/RNB1KB1R b;b7b6
r1b1kb1r/ppppqppp/n3pn2/8/P1P5/5N1P/1PQPPPP1/RNB1KB1R b;a8b8
rnbqkb1r/pppp1ppp/4pn2/8/2P5/5N1P/PPQPPPP1/RNB1KB1R w;d2d4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N1P/PPQ1PPP1/RNB1KB1R b;c7c5
rnbqkb1r/pppp1ppp/4pn2/8/2P1P3/5N1P/PPQP1PP1/RNB1KB1R b;d7d5
rnbqkb1r/pppp1ppp/4pn2/8/2P5/2N2N1P/PPQPPPP1/R1B1KB1R b;c7c5
rnbqkb1r/pppp1ppp/4pn2/8/2P5/4PN1P/PPQP1PP1/RNB1KB1R b;d7d5
rnbqkb1r/pppp1ppp/4pn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;c7c5
rnbqkb1r/pppp1ppp/4pn2/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;c7c5
rnbqkb1r/pppp1ppp/4pn2/8/2P5/5NPP/PPQPPP2/RNB1KB1R b;c7c5
rnbqkb1r/pppp1ppp/4pn2/8/2P5/3P1N1P/PPQ1PPP1/RNB1KB1R b;c7c5
rnbqkb1r/pppp1ppp/4pn2/8/2P3P1/5N1P/PPQPPP2/RNB1KB1R b;c7c5
rnbqkb1r/pppp1ppp/4pn2/4N3/2P5/7P/PPQPPPP1/RNB1KB1R b;c7c5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/5N1P/PPQPPPP1/RNB1KB1R w;d2d4
rnb1kb1r/pp1pqppp/2p1pn2/8/2PP4/5N1P/PPQ1PPP1/RNB1KB1R b;d7d5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/2N2N1P/PPQPPPP1/R1B1KB1R b;b8a6
rnb1kb1r/pp1pqppp/2p1pn2/8/2P1P3/5N1P/PPQP1PP1/RNB1KB1R b;b8a6
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/4PN1P/PPQP1PP1/RNB1KB1R b;e6e5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/5NPP/PPQPPP2/RNB1KB1R b;d7d5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/3P1N1P/PPQ1PPP1/RNB1KB1R b;c6c5
rnb1kb1r/pp1pqppp/2p1pn2/8/2P3P1/5N1P/PPQPPP2/RNB1KB1R b;h7h6
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/1P3N1P/P1QPPPP1/RNB1KB1R b;b8a6
rnb1kb1r/pp1pqppp/2p1pn2/8/2P5/P4N1P/1PQPPPP1/RNB1KB1R b;d7d5
rnb1kb1r/pp1pqppp/2p1pn2/8/P1P5/5N1P/1PQPPPP1/RNB1KB1R b;b8a6
rnb1kb1r/ppppqppp/4pn2/8/2P5/3P1N1P/PP2PPP1/RNBQKB1R b;b8c6
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/3P1N1P/PP2PPP1/RNBQKB1R w;e2e4
r1b1kb1r/ppppqppp/2n1pn2/8/2P1P3/3P1N1P/PP3PP1/RNBQKB1R b;e6e5
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/2NP1N1P/PP2PPP1/R1BQKB1R b;d7d5
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/P2P1N1P/1P2PPP1/RNBQKB1R b;a7a6
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;d7d5
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/3PPN1P/PP3PP1/RNBQKB1R b;b7b6
r1b1kb1r/ppppqppp/2n1pn2/8/2PP4/5N1P/PP2PPP1/RNBQKB1R b;f6e4
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/3PBN1P/PP2PPP1/RN1QKB1R b;h7h6
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/3P1NPP/PP2PP2/RNBQKB1R b;d7d5
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/1Q1P1N1P/PP2PPP1/RNB1KB1R b;b7b6
r1b1kb1r/ppppqppp/2n1pn2/8/2P5/3P1N1P/PP1NPPP1/R1BQKB1R b;b7b6
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/3P1N1P/PP2PPP1/RNBQKB1R w;b1c3
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/2NP1N1P/PP2PPP1/R1BQKB1R b;c7c5
rnb1kb1r/ppp1qppp/4pn2/3p4/2PP4/5N1P/PP2PPP1/RNBQKB1R b;c7c6
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/3P1NPP/PP2PP2/RNBQKB1R b;b8c6
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/3P1N1P/PP1BPPP1/RN1QKB1R b;c7c5
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/3PPN1P/PP3PP1/RNBQKB1R b;c7c5
rnb1kb1r/ppp1qppp/4pn2/3p4/2P2B2/3P1N1P/PP2PPP1/RN1QKB1R b;d5c4
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/P2P1N1P/1P2PPP1/RNBQKB1R b;c7c5
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/3P1N1P/PP1NPPP1/R1BQKB1R b;c7c5
rnb1kb1r/ppp1qppp/4pn2/3P4/8/3P1N1P/PP2PPP1/RNBQKB1R b;e6d5
rnb1kb1r/ppp1qppp/4pn2/3p4/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;c7c5
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/3P1N1P/PP2PPP1/RNBQKB1R w;e2e4
rnb1kb1r/p1ppqppp/1p2pn2/8/2P1P3/3P1N1P/PP3PP1/RNBQKB1R b;d7d6
rnb1kb1r/p1ppqppp/1p2pn2/8/2P3P1/3P1N1P/PP2PP2/RNBQKB1R b;d7d5
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/2NP1N1P/PP2PPP1/R1BQKB1R b;h7h6
rnb1kb1r/p1ppqppp/1p2pn2/8/2P2B2/3P1N1P/PP2PPP1/RN1QKB1R b;c7c5
rnb1kb1r/p1ppqppp/1p2pn2/8/2PP4/5N1P/PP2PPP1/RNBQKB1R b;g7g6
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/P2P1N1P/1P2PPP1/RNBQKB1R b;g7g6
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/3P1NPP/PP2PP2/RNBQKB1R b;c8b7
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/3PPN1P/PP3PP1/RNBQKB1R b;d7d6
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/1P1P1N1P/P3PPP1/RNBQKB1R b;b8a6
rnb1kb1r/p1ppqppp/1p2pn2/8/2P5/3P1N1P/PP1BPPP1/RN1QKB1R b;h7h6
